WorkDay,Holiday,conditions,hour,temp,feelslike,dew,humidity,cloudcover,visibility
True,False,Partially cloudy,6,1.3,1.3,1.1,98.56,50.2,0.9
True,False,Partially cloudy,7,1.8,1.8,1.8,99.97,44.4,3.8
True,False,Partially cloudy,8,1.1,1.1,1.0,99.26,22.1,3.8
True,False,Partially cloudy,9,1.3,1.3,1.1,98.56,22.1,4.6
True,False,Partially cloudy,10,2.8,2.8,2.8,99.99,22.1,10.0
True,False,Clear,11,5.1,5.1,5.0,99.26,18.8,20.3
True,False,Rain,12,7.3,7.3,5.1,85.87,0.0,20.1
True,False,Clear,13,7.6,7.6,4.1,78.98,0.0,20.1
True,False,Clear,14,8.4,8.4,3.6,72.24,0.0,26.3
True,False,Clear,15,8.2,8.2,2.1,65.41,0.0,22.4
True,False,Clear,16,6.7,6.7,2.3,73.99,0.0,21.6
True,False,Clear,17,5.2,5.2,1.5,77.54,0.0,24.7
True,False,Clear,18,4.8,4.8,2.8,86.84,0.0,23.2
True,False,Clear,19,4.0,4.0,2.3,88.61,0.0,21.6
True,False,Clear,20,3.2,3.2,1.8,91.13,0.0,20.1
True,False,Clear,21,2.6,2.6,1.3,91.09,0.0,22.4
True,False,Clear,22,2.8,2.8,1.3,89.79,0.0,21.6
True,False,Clear,23,2.0,2.0,0.8,91.69,0.0,20.5
True,False,Clear,0,1.8,1.8,1.1,95.0,0.0,20.1
True,False,Clear,1,1.6,1.6,1.1,96.39,0.0,20.5
True,False,Clear,2,1.1,1.1,0.5,95.71,0.0,18.8
True,False,Clear,3,0.6,0.6,0.1,96.41,0.0,20.6
True,False,Clear,4,0.5,0.5,0.1,97.12,0.0,17.2
True,False,Clear,5,0.1,0.1,-0.2,97.82,0.0,19.3
True,False,Clear,6,0.3,0.3,0.1,98.54,0.0,22.0
True,False,Clear,7,0.1,0.1,-0.2,97.79,0.0,21.6
True,False,Clear,8,0.0,0.0,-0.2,98.49,5.6,22.4
True,False,Clear,9,0.2,0.2,0.0,99.2,5.6,24.3
True,False,Clear,10,1.9,1.9,1.8,99.92,5.6,16.2
True,False,Clear,11,5.6,5.6,4.1,90.01,5.6,21.6
True,False,Clear,12,8.8,8.8,4.6,74.95,5.6,15.0
True,False,Clear,13,8.1,8.1,3.1,70.71,5.6,22.8
True,False,Clear,14,8.9,8.9,3.1,67.44,5.6,24.3
True,False,Clear,15,8.4,8.4,3.6,72.23,5.6,19.7
True,False,Clear,16,7.2,7.2,3.3,76.75,5.6,16.3
True,False,Clear,17,5.8,5.8,3.1,82.78,0.0,17.0
True,False,Clear,18,4.8,4.8,3.0,88.1,0.0,15.8
True,False,Clear,19,4.1,4.1,2.8,91.24,5.6,12.8
True,False,Clear,20,3.8,3.8,3.0,94.47,0.0,18.3
True,False,Clear,21,3.6,3.6,2.8,94.48,0.0,14.5
True,False,Clear,22,3.6,3.6,3.1,96.52,0.0,14.2
True,False,Clear,23,3.8,3.8,3.3,96.51,5.6,8.8
False,False,Clear,0,3.5,3.5,2.8,95.16,0.0,13.6
False,False,Clear,1,2.8,2.8,2.1,95.11,5.6,16.3
False,False,Clear,2,3.6,3.6,2.8,94.47,0.0,13.2
False,False,Clear,3,2.6,2.6,2.0,95.78,0.0,15.0
False,False,Clear,4,2.5,2.5,2.1,97.17,0.0,11.3
False,False,Partially cloudy,5,2.5,2.5,2.3,98.57,27.8,1.5
False,False,Clear,6,2.3,2.3,2.3,99.99,0.0,0.3
False,False,Clear,7,2.8,2.8,2.6,98.59,0.0,0.3
False,False,Partially cloudy,8,3.6,3.6,3.6,99.99,31.0,0.3
False,False,Partially cloudy,9,3.6,3.6,3.6,99.99,31.0,0.0
False,False,Partially cloudy,10,3.8,3.8,3.6,98.61,31.0,0.6
False,False,"Rain, Partially cloudy",11,5.1,5.1,4.6,96.58,27.9,2.2
False,False,Overcast,12,5.3,5.3,4.0,91.35,93.8,2.9
False,False,Overcast,13,5.0,5.0,2.7,84.55,96.2,5.9
False,False,Overcast,14,4.8,4.8,2.2,82.72,96.2,8.8
False,False,Partially cloudy,15,5.3,5.3,2.4,81.02,83.7,10.1
False,False,Overcast,16,5.6,5.6,2.6,80.49,100.0,8.8
False,False,Overcast,17,5.6,5.6,2.8,82.22,97.0,10.4
False,False,Overcast,18,4.6,4.6,2.1,83.87,93.0,10.9
False,False,Overcast,19,4.0,4.0,2.3,88.69,96.9,7.4
False,False,Overcast,20,4.6,4.6,2.6,86.89,100.0,7.0
False,False,Overcast,21,4.8,4.8,2.8,86.91,100.0,7.7
False,False,Overcast,22,5.3,5.3,3.0,85.14,100.0,9.3
False,False,Overcast,23,5.6,5.6,2.8,82.22,100.0,9.9
False,False,Overcast,0,5.3,5.3,3.0,85.14,97.0,9.2
False,False,Partially cloudy,1,5.1,5.1,2.8,85.13,78.3,9.1
False,False,Partially cloudy,2,5.8,5.8,3.8,87.02,78.5,7.8
False,False,Partially cloudy,3,5.8,5.8,4.1,88.86,90.0,6.2
False,False,Partially cloudy,4,5.6,5.6,4.6,93.29,78.5,4.5
False,False,Partially cloudy,5,4.1,4.1,3.3,94.53,90.0,3.5
False,False,Overcast,6,4.3,4.3,4.0,97.91,93.0,4.4
False,False,Overcast,7,6.0,6.0,5.8,98.61,96.2,4.5
False,False,Partially cloudy,8,5.8,5.8,5.5,97.95,61.5,0.6
False,False,Partially cloudy,9,6.0,6.0,5.8,98.61,31.0,0.6
False,False,Partially cloudy,10,6.3,6.3,6.1,98.63,69.5,1.3
False,False,Overcast,11,6.6,6.6,6.2,96.63,96.2,5.1
False,False,Partially cloudy,12,7.3,7.3,6.2,92.11,71.4,9.1
False,False,Partially cloudy,13,7.6,7.6,5.9,88.99,67.6,13.0
False,False,Partially cloudy,14,8.3,8.3,6.3,87.21,28.5,18.6
False,False,Clear,15,9.1,9.1,5.8,79.83,7.0,20.8
False,False,Clear,16,8.8,8.8,4.6,75.0,16.7,15.5
False,False,Partially cloudy,17,6.3,6.3,3.7,82.91,22.3,12.6
False,False,Overcast,18,5.7,5.7,4.6,92.64,94.4,10.7
False,False,Partially cloudy,19,6.6,6.6,5.8,94.62,80.6,10.3
False,False,Partially cloudy,20,8.0,8.0,6.0,87.22,80.6,13.0
False,False,Partially cloudy,21,7.8,7.8,5.6,85.99,58.7,13.8
False,False,Clear,22,6.8,6.8,3.1,77.34,15.5,16.2
False,False,Clear,23,4.5,4.5,1.6,80.9,3.1,19.9
True,False,Clear,0,3.8,3.8,1.6,85.57,0.0,18.0
True,False,Clear,1,3.3,3.3,1.3,86.74,0.0,20.4
True,False,Clear,2,3.6,3.6,1.3,84.94,0.0,19.5
True,False,Clear,3,2.8,2.8,1.3,89.85,0.0,19.5
True,False,Clear,4,2.1,2.1,0.8,91.1,0.0,20.0
True,False,Clear,5,2.5,2.5,0.8,88.56,0.0,19.2
True,False,Clear,6,2.0,2.0,0.5,89.81,0.0,17.3
True,False,Clear,7,1.3,1.3,0.1,91.72,0.0,17.6
True,False,Clear,8,0.8,0.8,-0.2,93.03,5.6,13.8
True,False,Clear,9,1.5,1.5,0.8,95.09,5.6,16.6
True,False,Clear,10,3.6,3.6,2.6,93.16,0.0,16.3
True,False,Clear,11,5.6,5.6,2.6,81.05,0.0,19.3
True,False,Clear,12,7.1,7.1,2.9,74.16,0.0,25.6
True,False,Clear,13,8.1,8.1,3.1,70.73,0.0,23.9
True,False,Clear,14,8.8,8.8,3.3,68.4,0.0,25.0
True,False,Clear,15,8.4,8.4,3.2,69.76,0.0,27.8
True,False,Clear,16,7.6,7.6,2.9,72.12,0.0,21.7
True,False,Clear,17,5.6,5.6,2.8,82.19,0.0,16.6
True,False,Clear,18,3.8,3.8,2.1,88.66,0.0,13.5
True,False,Clear,19,2.8,2.8,1.8,93.13,0.0,10.1
True,False,Clear,20,2.2,2.2,1.3,94.43,0.0,12.2
True,False,Clear,21,1.8,1.8,1.5,97.85,0.0,9.7
True,False,Clear,22,1.6,1.6,1.3,97.85,0.0,11.2
True,False,Clear,23,1.3,1.3,1.0,97.86,0.0,11.5
True,False,Clear,0,1.1,1.1,0.8,97.86,0.0,8.6
True,False,Clear,1,0.6,0.6,0.3,97.85,0.0,6.8
True,False,Clear,2,0.3,0.3,0.1,98.55,0.0,10.1
True,False,Partially cloudy,3,-0.2,-0.2,-0.4,98.54,27.7,12.6
True,False,Partially cloudy,4,-0.4,-0.4,-0.5,99.26,39.8,14.3
True,False,Partially cloudy,5,-0.4,-0.4,-0.5,99.23,45.3,11.0
True,False,Partially cloudy,6,-0.7,-0.7,-0.9,98.53,50.2,18.1
True,False,Partially cloudy,7,-1.1,-1.1,-1.2,99.97,22.1,14.6
True,False,Clear,8,-1.2,-1.2,-1.4,98.52,13.3,13.9
True,False,Clear,9,-0.6,-0.6,-0.7,99.95,13.3,10.2
True,False,Partially cloudy,10,0.7,0.7,0.6,99.97,27.8,5.3
True,False,Partially cloudy,11,4.5,4.5,4.5,99.97,70.0,4.6
True,False,"Rain, Overcast",12,5.3,5.3,4.8,96.59,93.0,1.6
True,False,Overcast,13,5.6,5.6,4.8,94.59,94.4,7.2
True,False,Overcast,14,6.8,6.8,4.8,87.09,94.4,10.6
True,False,Partially cloudy,15,6.8,6.8,4.8,87.09,66.7,12.8
True,False,Overcast,16,6.1,6.1,3.7,84.6,94.4,11.2
True,False,Overcast,17,5.5,5.5,4.0,90.06,94.4,8.1
True,False,Partially cloudy,18,4.8,4.8,3.6,91.93,77.5,6.3
True,False,Partially cloudy,19,5.6,5.6,4.6,93.27,68.2,6.4
True,False,Partially cloudy,20,6.8,6.8,4.3,84.14,81.5,6.7
True,False,Overcast,21,6.3,6.3,4.3,87.07,96.2,6.7
True,False,Overcast,22,5.8,5.8,4.3,90.1,100.0,9.7
True,False,Overcast,23,5.6,5.6,4.3,91.35,100.0,8.4
True,False,Overcast,0,5.8,5.8,4.0,88.23,96.9,11.3
True,False,Overcast,1,5.8,5.8,3.5,85.21,93.0,9.3
True,False,Overcast,2,6.1,6.1,3.1,81.17,100.0,7.7
True,False,Overcast,3,5.6,5.6,3.3,85.18,100.0,14.2
True,False,Overcast,4,5.6,5.6,3.6,86.98,100.0,14.5
True,False,Overcast,5,5.6,5.6,3.5,86.36,100.0,15.7
True,False,Overcast,6,5.8,5.8,3.3,83.99,93.1,19.3
True,False,Overcast,7,5.8,5.8,3.3,83.99,93.1,20.1
True,False,Partially cloudy,8,5.6,5.6,3.3,85.16,73.9,19.7
True,False,Partially cloudy,9,5.3,5.3,3.1,85.73,65.3,19.7
True,False,Partially cloudy,10,6.1,6.1,3.8,85.2,90.0,20.8
True,False,Partially cloudy,11,7.6,7.6,4.6,81.31,53.8,20.1
True,False,Partially cloudy,12,8.6,8.6,5.4,79.79,77.6,20.1
True,False,Partially cloudy,13,8.6,5.7,5.8,82.6,90.0,23.2
True,False,Overcast,14,7.9,7.9,6.6,92.09,96.2,18.4
True,False,Partially cloudy,15,9.0,9.0,4.9,75.01,59.2,29.4
True,False,Partially cloudy,16,9.3,9.3,2.8,63.87,73.7,32.4
True,False,Partially cloudy,17,9.0,9.0,2.3,62.92,52.5,34.0
True,False,Partially cloudy,18,7.5,7.5,2.3,69.64,39.5,32.0
True,False,Partially cloudy,19,7.0,7.0,2.3,72.06,43.2,30.5
True,False,Partially cloudy,20,6.3,6.3,2.1,74.54,24.7,25.5
True,False,Clear,21,5.8,5.8,2.0,76.62,5.6,22.0
True,False,Clear,22,5.6,5.6,2.3,79.38,5.6,17.6
True,False,Clear,23,5.1,5.1,2.3,82.15,0.0,16.3
True,False,Clear,0,4.3,4.3,2.0,85.04,0.0,16.7
True,False,Clear,1,2.6,2.6,0.6,86.71,0.0,16.1
True,False,Clear,2,2.1,2.1,1.1,93.1,0.0,14.3
True,False,Clear,3,3.1,3.1,1.5,89.27,0.0,11.6
True,False,Clear,4,3.3,3.3,1.1,85.55,0.0,11.7
True,False,Clear,5,3.8,3.8,0.6,79.71,0.0,14.2
True,False,Clear,6,3.8,3.8,0.1,76.87,0.0,18.0
True,False,Clear,7,3.5,3.5,-0.2,76.82,7.0,15.8
True,False,Clear,8,3.5,3.5,-0.2,76.81,5.6,20.2
True,False,Clear,9,3.6,3.6,-0.4,75.19,5.6,24.3
True,False,Clear,10,4.1,4.1,-0.1,73.65,5.6,26.5
True,False,Clear,11,5.1,5.1,-0.6,66.22,5.6,31.6
True,False,Clear,12,5.6,5.6,-1.4,60.75,19.4,33.2
True,False,Clear,13,5.8,2.7,-2.3,55.67,7.0,33.2
True,False,Partially cloudy,14,6.1,6.1,-2.8,52.55,65.3,37.8
True,False,Overcast,15,5.6,5.6,-2.9,54.37,93.0,34.0
True,False,Overcast,16,5.3,5.3,-2.2,58.47,93.0,34.0
True,False,Overcast,17,5.0,5.0,-2.4,58.83,96.2,34.0
True,False,Overcast,18,4.8,4.8,-2.7,58.37,96.2,30.5
True,False,Overcast,19,4.6,4.6,-2.6,59.2,96.2,27.0
True,False,Overcast,20,4.6,4.6,-2.8,58.33,96.2,30.1
True,False,Overcast,21,4.1,4.1,-2.9,60.39,93.0,27.0
True,False,Partially cloudy,22,4.0,4.0,-2.9,60.82,90.0,30.1
True,False,Partially cloudy,23,4.1,4.1,-2.8,60.4,89.9,32.4
True,False,Partially cloudy,0,4.1,4.1,-2.7,61.32,62.4,30.1
True,False,Partially cloudy,1,3.1,3.1,-2.9,64.81,31.0,32.0
True,False,Clear,2,3.0,3.0,-3.0,64.81,3.1,32.0
True,False,Clear,3,1.3,1.3,-2.7,74.75,0.0,32.0
True,False,Clear,4,1.3,1.3,-2.9,73.65,0.0,30.5
True,False,Clear,5,0.0,0.0,-2.9,80.86,0.0,25.8
True,False,Clear,6,-0.7,-0.7,-2.7,86.32,0.0,28.6
True,False,Clear,7,-1.2,-1.2,-2.9,88.22,0.0,26.6
True,False,Clear,8,-1.0,-1.0,-2.4,90.21,5.6,17.3
True,False,Partially cloudy,9,0.3,0.3,-1.7,86.45,22.3,17.9
True,False,Partially cloudy,10,2.0,2.0,-1.0,80.55,90.0,17.0
True,False,Partially cloudy,11,3.0,3.0,-0.7,76.68,83.7,21.6
True,False,Overcast,12,3.5,3.5,-0.5,75.1,100.0,20.1
True,False,Overcast,13,3.6,3.6,-0.5,74.58,96.2,20.1
True,False,Overcast,14,4.3,4.3,-0.2,72.58,96.2,23.5
True,False,Overcast,15,4.5,4.5,0.1,73.14,93.0,23.5
True,False,Overcast,16,4.5,1.5,0.3,74.21,93.0,26.6
True,False,Overcast,17,4.5,4.5,0.6,75.83,96.2,23.2
True,False,Overcast,18,4.5,4.5,0.8,76.93,96.2,24.7
True,False,Overcast,19,4.5,4.5,0.8,76.93,96.2,28.2
True,False,Overcast,20,4.3,4.3,1.3,80.85,96.2,24.7
True,False,Overcast,21,4.6,4.6,1.5,80.31,100.0,24.3
True,False,Overcast,22,4.6,4.6,2.0,83.24,100.0,27.0
True,False,Overcast,23,4.6,4.6,1.8,82.07,100.0,27.0
False,False,Overcast,0,3.6,3.6,1.6,86.76,93.1,25.5
False,False,Partially cloudy,1,3.1,3.1,1.5,89.24,34.9,21.2
False,False,Clear,2,2.3,2.3,1.1,91.76,9.3,19.2
False,False,Clear,3,2.5,2.5,1.3,91.79,3.1,21.2
False,False,Partially cloudy,4,1.7,1.7,0.6,93.05,90.0,22.0
False,False,Overcast,5,3.2,3.2,2.1,93.12,100.0,28.6
False,False,Overcast,6,4.3,4.3,2.3,86.84,100.0,25.5
False,False,Overcast,7,4.8,4.8,2.3,83.87,100.0,23.5
False,False,Overcast,8,5.3,5.3,2.1,79.88,100.0,23.9
False,False,Overcast,9,5.6,5.6,2.1,78.24,96.2,21.7
False,False,Overcast,10,5.6,5.6,2.3,79.33,96.2,25.5
False,False,Overcast,11,5.8,5.8,2.3,78.24,96.2,25.8
False,False,Overcast,12,6.3,6.3,2.3,75.6,100.0,23.9
False,False,Overcast,13,6.3,4.1,2.3,75.6,100.0,21.7
False,False,Overcast,14,6.0,6.0,2.1,76.08,96.2,21.4
False,False,Overcast,15,6.3,6.3,2.1,74.53,96.2,18.9
False,False,Overcast,16,6.5,6.5,2.1,73.52,96.2,20.7
False,False,Overcast,17,6.3,6.3,2.1,74.53,96.2,20.1
False,False,Overcast,18,6.3,6.3,2.1,74.54,96.2,20.1
False,False,Overcast,19,6.6,6.6,2.1,73.02,100.0,14.4
False,False,Overcast,20,6.6,6.6,2.3,74.07,100.0,15.6
False,False,Overcast,21,6.8,6.8,2.8,75.69,100.0,11.4
False,False,Overcast,22,6.6,6.6,2.8,76.73,100.0,9.7
False,False,Overcast,23,6.8,6.8,2.8,75.69,100.0,8.4
False,False,Overcast,0,6.6,6.6,2.8,76.74,100.0,15.2
False,False,Overcast,1,6.6,6.6,2.8,76.74,100.0,16.8
False,False,Overcast,2,6.3,6.3,2.8,78.32,100.0,16.5
False,False,Overcast,3,6.3,6.3,2.6,77.25,100.0,15.9
False,False,Overcast,4,6.3,6.3,2.6,77.24,100.0,16.5
False,False,Overcast,5,6.3,6.3,2.6,77.24,100.0,13.5
False,False,Overcast,6,6.3,6.3,2.6,77.26,100.0,13.0
False,False,Overcast,7,6.3,6.3,2.5,76.71,100.0,13.2
False,False,Overcast,8,6.1,6.1,2.6,78.32,100.0,13.5
False,False,Overcast,9,6.1,6.1,3.0,80.55,100.0,12.9
False,False,Overcast,10,6.3,6.3,3.1,79.99,100.0,14.3
False,False,Overcast,11,6.5,6.5,2.4,74.58,100.0,17.4
False,False,Overcast,12,6.6,6.6,2.3,74.06,100.0,18.1
False,False,Overcast,13,6.6,5.4,2.1,73.01,100.0,19.7
False,False,Overcast,14,6.5,6.5,1.7,70.94,100.0,19.7
False,False,Overcast,15,6.3,6.3,1.7,71.92,100.0,18.1
False,False,Overcast,16,6.1,6.1,1.6,72.9,100.0,19.7
False,False,Overcast,17,6.0,6.0,1.3,71.87,100.0,17.8
False,False,Overcast,18,5.6,5.6,1.1,72.82,100.0,17.8
False,False,Overcast,19,5.8,5.8,1.5,73.9,100.0,16.7
False,False,Overcast,20,5.8,5.8,1.6,74.43,100.0,22.4
False,False,Overcast,21,5.8,5.8,1.6,74.43,100.0,18.9
False,False,Overcast,22,6.1,6.1,1.4,71.39,100.0,18.1
False,False,Overcast,23,5.8,5.8,1.5,73.91,100.0,18.9
True,False,Overcast,0,6.0,6.0,1.6,73.42,100.0,18.3
True,False,Overcast,1,5.8,5.8,1.8,75.52,100.0,19.0
True,False,Overcast,2,5.6,5.6,1.6,75.47,100.0,17.6
True,False,Overcast,3,5.3,5.3,1.5,76.5,100.0,15.8
True,False,Overcast,4,5.1,5.1,1.1,75.38,100.0,15.6
True,False,Overcast,5,4.8,4.8,0.8,75.34,100.0,12.5
True,False,Overcast,6,4.8,4.8,1.0,76.44,100.0,11.5
True,False,Overcast,7,4.6,4.6,0.8,76.4,100.0,10.8
True,False,Overcast,8,4.5,4.5,0.8,76.94,100.0,11.4
True,False,Overcast,9,4.3,4.3,1.0,79.13,100.0,12.5
True,False,Overcast,10,4.3,4.3,1.1,79.7,100.0,11.7
True,False,Overcast,11,4.3,4.3,1.0,79.14,100.0,10.6
True,False,Overcast,12,4.3,4.3,1.0,79.13,100.0,9.9
True,False,Overcast,13,4.6,4.6,1.1,78.06,100.0,9.5
True,False,Overcast,14,4.6,4.6,1.0,77.5,100.0,9.2
True,False,Overcast,15,4.6,4.6,0.7,75.32,100.0,9.9
True,False,Overcast,16,4.6,4.6,1.0,77.51,100.0,9.6
True,False,Overcast,17,4.5,4.5,1.0,78.04,100.0,8.5
True,False,Overcast,18,4.3,4.3,0.8,78.02,100.0,8.7
True,False,Overcast,19,4.1,4.1,1.0,80.26,100.0,7.6
True,False,Overcast,20,4.1,4.1,1.0,80.25,100.0,7.6
True,False,Overcast,21,3.8,3.8,0.8,80.79,100.0,7.3
True,False,Overcast,22,3.6,3.6,0.8,81.95,100.0,6.9
True,False,Overcast,23,3.8,3.8,1.0,81.98,100.0,6.9
True,False,Overcast,0,3.6,3.6,1.0,83.12,100.0,6.9
True,False,Overcast,1,3.6,3.6,0.8,81.94,100.0,6.9
True,False,Overcast,2,3.3,3.3,0.8,83.7,100.0,7.5
True,False,Overcast,3,3.1,3.1,0.6,83.67,100.0,7.2
True,False,Overcast,4,3.1,3.1,0.6,83.67,100.0,7.2
True,False,Overcast,5,3.0,3.0,0.6,84.27,100.0,6.6
True,False,Overcast,6,2.6,1.5,0.3,84.83,100.0,7.0
True,False,Overcast,7,2.6,2.6,0.3,84.82,100.0,7.6
True,False,Overcast,8,2.5,2.5,0.3,85.42,100.0,6.6
True,False,Overcast,9,2.5,2.5,0.3,85.42,100.0,6.6
True,False,Overcast,10,2.6,2.6,0.3,84.81,100.0,7.3
True,False,Overcast,11,3.0,3.0,0.5,83.65,100.0,7.3
True,False,Overcast,12,2.8,2.8,0.5,84.84,100.0,7.3
True,False,Overcast,13,3.0,3.0,0.8,85.47,100.0,7.3
True,False,Overcast,14,3.0,3.0,0.6,84.26,100.0,7.3
True,False,Overcast,15,2.6,2.6,0.3,84.82,100.0,6.9
True,False,Overcast,16,2.6,2.6,-0.1,81.81,100.0,6.2
True,False,Overcast,17,2.5,2.5,-0.3,81.22,100.0,6.2
True,False,Overcast,18,2.6,2.6,0.1,83.6,100.0,7.3
True,False,Overcast,19,2.1,2.1,-0.4,83.53,100.0,8.7
True,False,Overcast,20,2.5,2.5,-0.2,82.4,100.0,9.1
True,False,Overcast,21,2.6,2.6,0.1,83.61,100.0,8.6
True,False,Overcast,22,3.1,3.1,0.3,81.89,100.0,8.2
True,False,Overcast,23,3.3,3.3,0.3,80.75,100.0,7.8
True,False,Overcast,0,3.3,3.3,-0.1,77.89,100.0,7.9
True,False,Overcast,1,3.1,3.1,0.3,81.88,100.0,8.2
True,False,Overcast,2,3.1,3.1,0.5,83.06,96.9,7.6
True,False,Overcast,3,3.1,3.1,0.5,83.06,100.0,7.2
True,False,Overcast,4,3.3,3.3,0.8,83.7,100.0,7.5
True,False,Overcast,5,3.3,3.3,1.1,85.51,100.0,7.5
True,False,Overcast,6,3.6,3.6,1.3,84.93,100.0,8.8
True,False,Overcast,7,4.0,4.0,1.5,83.76,100.0,9.8
True,False,Overcast,8,4.3,4.3,1.8,83.79,96.2,9.2
True,False,Overcast,9,5.0,5.0,1.8,79.82,100.0,10.2
True,False,Overcast,10,5.3,5.3,2.0,79.29,96.2,10.9
True,False,Overcast,11,6.1,6.1,2.3,76.63,96.2,11.8
